	HM406CO	HM406TI	HM422CO1	HM422TI1
159632143-stool1_revised_C913778_1_gene16946	2139600	0	72858000	3312400
159632143-stool1_revised_C914450_1_gene58419	0	0	0	0
MH0024_GL0040225	0	0	0	0
159632143-stool1_revised_C932366_1_gene146314	0	7195600	4097600	4894800
V1.UC26-4_GL0166145	0	0	0	0
MH0384_GL0005747	0	0	0	0
763982056-stool1_revised_scaffold29384_2_gene80597	0	0	0	0
159632143-stool1_revised_scaffold14318_2_gene146816	0	0	0	0
159632143-stool1_revised_scaffold16469_2_gene130867	0	28413000	74010000	2811900
MH0161_GL0094430	0	0	2913600	0
159632143-stool1_revised_scaffold17735_1_gene1305	0	0	14567000	0
T2D-91A_GL0020898	0	0	0	0
159632143-stool1_revised_scaffold20281_1_gene132376	0	0	9038100	0
159632143-stool1_revised_scaffold2044_1_gene146333	13721000	0	0	0
159632143-stool1_revised_scaffold27956_1_gene63466	0	0	0	0
160765029-stool1_revised_scaffold20574_1_gene123778	0	0	0	0
159632143-stool1_revised_scaffold28562_1_gene1102	0	0	0	0
MH0041_GL0024793	0	0	9075800	1985700
V1.CD6-0-PN_GL0111444	0	0	0	0
V1.CD6-0-PN_GL0154060	0	0	0	0
MH0110_GL0059549	0	0	0	0
159632143-stool1_revised_scaffold37421_1_gene3975	0	0	0	0
MH0002_GL0001650	0	0	0	0
159632143-stool1_revised_scaffold38616_2_gene109029	0	0	3389000	0
159632143-stool1_revised_scaffold43643_1_gene109879	0	0	4571500	0
159632143-stool1_revised_scaffold43886_1_gene115218	0	0	0	0
159632143-stool1_revised_scaffold44877_1_gene17942	0	0	0	0
159632143-stool1_revised_scaffold44910_1_gene66828	0	0	0	0
159632143-stool1_revised_scaffold45173_1_gene67503	24493000	6019700	10973000	9732300
159632143-stool1_revised_scaffold45469_1_gene66347	0	0	20752000	10248000
159632143-stool1_revised_scaffold46680_1_gene92683	0	0	0	0
159632143-stool1_revised_scaffold46686_1_gene4210	0	0	0	0
DOM025_GL0055068	0	27301000	6737700	0
159632143-stool1_revised_scaffold46760_1_gene102984	0	0	0	0
V1.CD6-0-PN_GL0106818	0	0	0	0
159632143-stool1_revised_scaffold8971_1_gene48521	0	0	0	0
159632143-stool1_revised_scaffold9553_3_gene65498	0	8494700	11737000	24203000
159713063-stool1_revised_C510435_1_gene40916	0	0	0	0
159713063-stool1_revised_C526787_1_gene68182	0	0	0	0
159713063-stool1_revised_C537799_1_gene61583	7759200	0	182880000	4100200
435590.BVU_1410	0	0	0	0
159713063-stool1_revised_scaffold1194_1_gene72597	0	0	0	0
159713063-stool1_revised_scaffold1194_1_gene72605	0	0	25789000	721170
NLM021_GL0071451	0	0	0	2338000
159713063-stool1_revised_scaffold2235_1_gene65194	0	0	22432000	0
159713063-stool1_revised_scaffold2298_1_gene14696	0	0	0	0
159713063-stool1_revised_scaffold2694_1_gene33330	0	0	10711000	2274300
MH0113_GL0054052	0	0	0	0
159713063-stool1_revised_scaffold3665_1_gene67153	0	5267600	0	0
159713063-stool1_revised_scaffold4327_1_gene31840	0	0	41651000	0
159713063-stool1_revised_scaffold5764_1_gene49130	9413400	0	0	0
159713063-stool1_revised_scaffold6394_1_gene61211	0	0	0	0
MH0333_GL0014606	0	0	0	0
MH0178_GL0070126	0	0	0	0
159713063-stool1_revised_scaffold819_1_gene21954	0	0	0	0
T2D-113A_GL0099860	0	20420000	0	0
159733294-stool1_revised_C1086234_1_gene76140	0	0	0	0
159733294-stool1_revised_C1087996_1_gene28097	0	0	0	0
T2D-8A_GL0032339	0	0	0	0
159733294-stool1_revised_C1132460_1_gene100000	0	0	11311000	0
159733294-stool1_revised_C1137828_1_gene116406	3595400	5028500	11171000	3468400
159733294-stool1_revised_C1138026_1_gene153081	0	0	0	0
159733294-stool1_revised_C1155152_1_gene73234	0	0	0	0
MH0016_GL0003771	9515200	50021000	7134200	0
159733294-stool1_revised_scaffold14163_1_gene47961	2201300	7169800	0	0
159733294-stool1_revised_scaffold15686_2_gene46099	0	0	0	0
159733294-stool1_revised_scaffold16624_1_gene135590	4124900	0	6519900	0
159733294-stool1_revised_scaffold17699_1_gene62518	2218400	1918000	249340000	1979000
159733294-stool1_revised_scaffold19104_2_gene158696	0	0	0	0
159733294-stool1_revised_scaffold1954_3_gene117153	9767200	0	0	0
MH0204_GL0092369	0	0	0	0
159733294-stool1_revised_scaffold20665_2_gene67235	0	0	0	0
159733294-stool1_revised_scaffold22972_1_gene57937	0	0	0	0
MH0182_GL0026079	0	2337800	839730	0
159733294-stool1_revised_scaffold25163_1_gene51061	0	0	0	0
159733294-stool1_revised_scaffold26287_1_gene109848	0	0	0	0
706846339-stool1_revised_scaffold24551_2_gene53753	0	0	0	0
159753524-stool1_revised_C1026626_1_gene12881	0	0	0	0
159753524-stool1_revised_C1035116_1_gene46248	0	0	0	0
